property_id,price,categories,bedrooms,bathrooms,garage,area,location,amenities,furnished
1606893421-1714,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606893433-1716,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606893440-1718,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893447-1721,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606893454-1724,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606893458-1727,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606893475-1731,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606893483-1734,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606893490-1737,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606893496-1741,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606893503-1744,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606893510-1747,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606893514-1750,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606893523-1753,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606893529-1756,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606893532-1758,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606893542-1761,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606893549-1764,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606893556-1768,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893563-1770,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606893568-1772,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606893575-1774,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606893589-1780,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606893596-1783,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606893601-1786,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606893608-1789,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606893617-1792,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606893622-1795,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606893627-1798,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606893638-1802,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606893649-1804,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606893656-1806,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893664-1809,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606893668-1812,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606893677-1814,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893684-1817,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606893689-1820,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606893698-1823,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606893715-1829,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606893722-1832,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606893729-1835,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606893739-1838,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606893748-1841,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606893757-1844,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606893766-1846,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606893771-1849,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606893777-1852,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606893783-1854,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893790-1856,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606893799-1859,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606893805-1862,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893812-1865,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606893818-1868,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606893825-1871,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606893840-1875,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606893846-1878,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606893853-1880,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606893860-1882,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606893867-1885,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606893873-1888,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606893880-1891,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606893887-1894,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606893895-1897,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606893901-1900,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893910-1903,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606893917-1905,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606893926-1908,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893933-1911,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606893940-1914,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606893947-1916,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606893961-1920,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606893968-1923,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606893972-1926,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606893980-1929,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606893987-1932,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606893994-1935,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606894001-1938,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606894007-1941,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606894017-1944,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606894024-1947,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894028-1950,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606894039-1954,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606894045-1956,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894051-1958,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606894055-1960,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606894061-1963,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606894075-1968,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606894082-1971,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606894086-1974,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606894092-1976,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606894096-1979,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606894103-1982,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606894110-1984,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606894119-1988,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606894126-1990,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606894129-1992,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894135-1995,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606894143-1998,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606894149-2000,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894157-2003,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606894163-2005,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606894175-2009,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606894192-2013,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606894200-2016,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606894213-2019,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606894219-2022,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606894225-2025,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606894230-2029,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894237-2031,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606894240-2034,15525,Apartment for Rent,2,2,0,130,Cantoment accra,Listed,Furnished
1606894247-2036,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606894253-2038,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606894257-2041,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606894267-2044,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606894276-2047,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894291-2050,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606894303-2053,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606894307-2054,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606894323-2059,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606894329-2060,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606894337-2063,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606894346-2066,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606894350-2069,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606894354-2072,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894360-2074,15525,Apartment for Rent,2,2,0,130,Cantoment accra,Listed,Furnished
1606894367-2076,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606894374-2079,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606894381-2082,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606894388-2085,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606894396-2088,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606894403-2091,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894410-2094,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606894419-2097,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606894426-2100,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606894443-2106,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606894451-2108,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606894457-2110,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606894465-2113,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606894471-2116,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606894479-2118,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894485-2121,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606894494-2124,15525,Apartment for Rent,2,2,0,130,Cantoment accra,Listed,Furnished
1606894501-2127,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606894507-2130,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606894516-2133,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606894523-2135,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606894530-2137,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894537-2140,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606894544-2143,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606894551-2145,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606894566-2150,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606894573-2153,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606894580-2156,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606894589-2160,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606894598-2163,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606894606-2166,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894615-2169,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606894624-2172,15525,Apartment for Rent,2,2,0,130,Cantoment accra,Listed,Furnished
1606894633-2175,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606894640-2178,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606894648-2181,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606894654-2184,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606894662-2187,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894669-2190,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606894678-2192,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606894687-2194,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606894706-2200,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606894713-2203,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606894720-2206,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606894728-2209,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894734-2211,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606894741-2213,15525,Apartment for Rent,2,2,0,130,Cantoment accra,Listed,Furnished
1606894749-2216,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606894754-2219,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606894763-2223,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606894771-2227,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606894780-2229,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606894786-2232,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606894792-2235,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894798-2238,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606894804-2241,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606894809-2243,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606894822-2248,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606894829-2251,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606894835-2254,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606894841-2257,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894848-2259,15525,Apartment for Rent,2,2,0,130,Cantoment accra,Listed,Furnished
1606894854-2261,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606894862-2264,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606894870-2266,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606894875-2269,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606894881-2272,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606894888-2274,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606894895-2278,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606894902-2281,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894906-2283,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606894913-2285,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606894921-2288,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606894946-2293,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606894953-2296,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606894961-2299,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606894966-2302,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606894973-2305,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606894980-2308,15525,Apartment for Rent,2,2,0,130,Cantoment accra,Listed,Furnished
1606894987-2311,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606894994-2313,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606895002-2316,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606895009-2319,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606895017-2322,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606895023-2325,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606895032-2328,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895039-2331,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606895047-2334,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606895054-2337,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606895071-2341,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606895079-2345,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606895086-2347,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606895090-2350,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895098-2353,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606895105-2356,15525,Apartment for Rent,2,2,0,130,Cantoment accra,Listed,Furnished
1606895109-2358,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606895114-2360,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606895123-2363,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606895130-2366,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606895135-2369,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606895145-2373,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606895152-2376,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895159-2378,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606895163-2381,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606895170-2384,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606895190-2389,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606895196-2392,18688,Apartment for Rent,3,4,2,208,Cantoment accra,Listed,Furnished
1606895203-2395,10235,Apartment for Rent,2,2,0,130,"Labone, Accra, Ghana",Listed,Furnished
1606895208-2398,7993,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895214-2400,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606895221-2403,15525,Apartment for Rent,2,2,0,130,Cantoment accra,Listed,Furnished
1606895229-2406,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606895235-2409,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606895240-2410,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606895249-2414,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606895256-2416,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606895262-2418,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606895267-2421,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895274-2425,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606895283-2428,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606895290-2431,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606895307-2435,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606895314-2438,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606895321-2441,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606895328-2444,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606895341-2449,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606895352-2452,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606895366-2457,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606895377-2460,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606895392-2465,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606895404-2468,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606895409-2471,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606895419-2475,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606895429-2478,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895437-2480,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606895444-2483,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606895448-2486,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606895463-2491,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606895468-2493,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606895474-2496,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606895484-2499,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606895492-2502,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606895502-2506,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606895508-2508,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606895515-2511,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606895522-2513,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606895530-2516,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606895535-2518,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606895541-2521,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606895548-2524,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895553-2527,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606895560-2529,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606895567-2532,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606895581-2537,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606895588-2540,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606895595-2543,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
