property_id,price,categories,bedrooms,bathrooms,garage,area,location,amenities,furnished
1606901831-4839,7418,Apartment for Rent,2,2,0,140,"Shiashie, Accra, Ghana",Listed,Furnished
1606901842-4842,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606901848-4844,12075,Apartment for Rent,2,2,0,150,"Ringway Estates, Accra, Ghana",Listed,Furnished
1606901854-4846,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606901863-4849,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606901869-4851,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606901884-4854,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606901893-4857,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606901902-4860,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606901912-4864,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606901925-4868,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606901932-4871,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606901940-4874,8050,Apartment for Rent,1,1,0,80,"Osu ,Accra,Ghana",Listed,Furnished
1606901947-4877,14375,Apartment for Rent,2,3,0,140,"Osu ,Accra,Ghana",Listed,Furnished
1606901954-4880,7418,Apartment for Rent,2,2,0,140,"Shiashie, Accra, Ghana",Listed,Furnished
1606901963-4883,12075,Apartment for Rent,2,2,0,150,"Ringway Estates, Accra, Ghana",Listed,Furnished
1606901971-4886,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606901978-4889,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606901988-4893,13743,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902000-4897,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902008-4900,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606902015-4903,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606902023-4906,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606902036-4911,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606902043-4913,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606902052-4916,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606902073-4923,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606902080-4926,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606902087-4930,8050,Apartment for Rent,1,1,0,80,"Osu ,Accra,Ghana",Listed,Furnished
1606902094-4933,14375,Apartment for Rent,2,3,0,140,"Osu ,Accra,Ghana",Listed,Furnished
1606902104-4936,7418,Apartment for Rent,2,2,0,140,"Shiashie, Accra, Ghana",Listed,Furnished
1606902115-4939,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606902123-4942,12075,Apartment for Rent,2,2,0,150,"Ringway Estates, Accra, Ghana",Listed,Furnished
1606902131-4945,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606902138-4949,13743,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902147-4952,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902156-4955,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606902163-4958,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606902172-4961,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606902183-4965,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606902189-4968,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606902196-4971,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606902215-4978,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606902222-4981,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606902232-4984,8050,Apartment for Rent,1,1,0,80,"Osu ,Accra,Ghana",Listed,Furnished
1606902246-4987,14375,Apartment for Rent,2,3,0,140,"Osu ,Accra,Ghana",Listed,Furnished
1606902254-4990,7418,Apartment for Rent,2,2,0,140,"Shiashie, Accra, Ghana",Listed,Furnished
1606902262-4992,12075,Apartment for Rent,2,2,0,150,"Ringway Estates, Accra, Ghana",Listed,Furnished
1606902269-4995,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606902276-4998,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606902287-5001,13743,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902299-5005,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902307-5009,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606902317-5011,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606902326-5014,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606902336-5019,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606902348-5022,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606902359-5025,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606902394-5035,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606902401-5038,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606902409-5041,8050,Apartment for Rent,1,1,0,80,"Osu ,Accra,Ghana",Listed,Furnished
1606902415-5044,14375,Apartment for Rent,2,3,0,140,"Osu ,Accra,Ghana",Listed,Furnished
1606902423-5047,7418,Apartment for Rent,2,2,0,140,"Shiashie, Accra, Ghana",Listed,Furnished
1606902430-5050,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606902436-5053,12075,Apartment for Rent,2,2,0,150,"Ringway Estates, Accra, Ghana",Listed,Furnished
1606902445-5056,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606902453-5058,13743,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902460-5060,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902467-5062,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606902477-5066,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606902484-5068,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606902493-5071,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606902500-5074,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606902507-5077,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606902524-5082,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606902531-5085,8050,Apartment for Rent,1,1,0,80,"Osu ,Accra,Ghana",Listed,Furnished
1606902538-5088,14375,Apartment for Rent,2,3,0,140,"Osu ,Accra,Ghana",Listed,Furnished
1606902546-5091,7418,Apartment for Rent,2,2,0,140,"Shiashie, Accra, Ghana",Listed,Furnished
1606902553-5094,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606902560-5097,12075,Apartment for Rent,2,2,0,150,"Ringway Estates, Accra, Ghana",Listed,Furnished
1606902569-5101,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606902578-5104,13743,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902587-5107,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902597-5111,10350,Apartment for Rent,1,1,0,65,"Spintex, Greater Accra",Listed,Furnished
1606902614-5116,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606902623-5120,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606902634-5123,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606902647-5126,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606902655-5128,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606902661-5131,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606902683-5138,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606902690-5141,8050,Apartment for Rent,1,1,0,80,"Osu ,Accra,Ghana",Listed,Furnished
1606902697-5144,14375,Apartment for Rent,2,3,0,140,"Osu ,Accra,Ghana",Listed,Furnished
1606902703-5146,7418,Apartment for Rent,2,2,0,140,"Shiashie, Accra, Ghana",Listed,Furnished
1606902711-5150,12075,Apartment for Rent,2,2,0,150,"Ringway Estates, Accra, Ghana",Listed,Furnished
1606902717-5153,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606902724-5156,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606902734-5160,13743,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902744-5164,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606902755-5167,10350,Apartment for Rent,1,1,0,65,"Spintex, Greater Accra",Listed,Furnished
1606902765-5172,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606902776-5175,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606902785-5178,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606902790-5181,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606902800-5185,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606902811-5189,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606902834-5196,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606902840-5198,8050,Apartment for Rent,1,1,0,80,"Osu ,Accra,Ghana",Listed,Furnished
1606902845-5200,14375,Apartment for Rent,2,3,0,140,"Osu ,Accra,Ghana",Listed,Furnished
1606902852-5203,7418,Apartment for Rent,2,2,0,140,"Shiashie, Accra, Ghana",Listed,Furnished
1606902860-5206,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606902868-5209,12075,Apartment for Rent,2,2,0,150,"Ringway Estates, Accra, Ghana",Listed,Furnished
1606902876-5212,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
